"40943650","43","12528","2014-02-23","1","2014-02-23 20:19:57","2013-09-26 16:18:44","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57287444","4","99","2013-06-04","1","2013-06-04 00:00:37","2013-05-20 13:05:27","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57322131","2","10","2013-06-03","1","2013-06-03 22:32:03","2013-05-20 12:57:33","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57353023","2","10","2013-06-04","1","2013-06-04 05:42:04","2013-05-20 13:37:05","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57355691","2","10","2013-06-04","1","2013-06-04 23:09:31","2013-05-20 20:16:01","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57357692","2","10","2013-06-04","1","2013-06-04 05:20:07","2013-05-20 13:35:06","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57508138","2","10","2013-06-03","1","2013-06-03 23:16:11","2013-05-20 13:01:31","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57516161","2","10","2013-06-04","1","2013-06-04 01:22:36","2013-05-20 13:13:22","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57520477","2","10","2013-06-04","1","2013-06-04 03:06:19","2013-05-20 13:23:13","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57534666","2","10","2013-06-04","1","2013-06-04 22:43:02","2013-05-20 20:14:03","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57563720","2","10","2013-06-04","1","2013-06-04 02:46:07","2013-05-20 13:21:15","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57564205","2","10","2013-06-12","1","2013-06-12 21:00:47","2013-05-25 09:23:47","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57564321","2","10","2013-06-04","1","2013-06-04 06:02:28","2013-05-20 13:39:02","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57564459","2","10","2013-06-12","1","2013-06-12 21:20:17","2013-05-25 09:25:47","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57564718","2","10","2013-06-12","1","2013-06-12 21:39:25","2013-05-25 09:27:47","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
"57564913","2","10","2013-06-12","1","2013-06-12 21:59:33","2013-05-25 09:29:47","1","Android","Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SC-02C Build/GINGERBREAD) AppleWebKit/533.1(KHTML, like Gecko) Version/4.0 Mobile Safari/5"
